ad_id,issue_field,issue_class
CR04570203506295701505,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE18|ISSUE10,ISSUE18"
CR04570552807395950593,google_asr_text|aws_ocr_video_text,"ISSUE18,ISSUE22|ISSUE18"
CR04570768311674994689,advertiser_name|aws_ocr_img_text,"ISSUE16|ISSUE16,ISSUE22"
CR04571075075419144193,aws_ocr_img_text,"ISSUE215,ISSUE62"
CR04571711692651626497,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE16|ISSUE16,ISSUE200|ISSUE18"
CR04572071232953909249,ad_text,ISSUE32
CR04573276022820044801,aws_ocr_img_text|advertiser_name,ISSUE215|ISSUE16
CR04573564094866522113,aws_ocr_img_text,ISSUE30
CR04576027275790647297,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE56|ISSUE10,ISSUE16,ISSUE56"
CR04576504188959195137,aws_ocr_img_text,ISSUE212
CR04576643002302201857,aws_ocr_video_text|google_asr_text,"ISSUE212|ISSUE212,ISSUE16"
CR04577282162155323393,ad_text,ISSUE90
CR04577441041585537025,aws_ocr_img_text,"ISSUE215,ISSUE12,ISSUE18"
CR04577622667162550273,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE54|ISSUE30,ISSUE200,ISSUE54"
CR04577778797813694465,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE40|ISSUE215,ISSUE40"
CR04577978908929949697,ad_title|advertiser_name|ad_text,ISSUE30|ISSUE30|ISSUE30
CR04578044879627616257,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE18|ISSUE30,ISSUE58|ISSUE30,ISSUE200"
CR04578202109790388225,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE53"
CR04579157585394925569,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR04579268361191424001,aws_ocr_video_text|google_asr_text,"ISSUE215|ISSUE215,ISSUE16"
CR04579558357383249921,ad_text,"ISSUE62,ISSUE32"
CR04579566603720458241,advertiser_name,ISSUE90
CR04579622678813474817,aws_ocr_img_text,ISSUE215
CR04580270291162234881,advertiser_name,ISSUE18
CR04581204532448460801,ad_title|ad_text,"ISSUE90|ISSUE12,ISSUE95"
CR04582071291208531969,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR04583164274486018049,aws_ocr_video_text,ISSUE16
CR04583978669004816385,advertiser_name,ISSUE16
CR04584122430150148097,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR04584523202138472449,ad_title|aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE18|ISSUE22|ISSUE18|ISSUE22,ISSUE32"
CR04584562784557072385,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE200,ISSUE45,ISSUE58|ISSUE30,ISSUE40,ISSUE200"
CR04584871472446570497,ad_title,ISSUE22
CR04585004788231438337,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE212|ISSUE215,ISSUE10,ISSUE40,ISSUE212,ISSUE12,ISSUE54"
CR04585095497940729857,ad_text|aws_ocr_img_text,ISSUE212|ISSUE212
CR04585682087394148353,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR04585817327324364801,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE12,ISSUE22|ISSUE16|ISSUE10,ISSUE12,ISSUE16"
CR04586050148911546369,advertiser_name,ISSUE16
CR04586239264911523841,advertiser_name,ISSUE62
CR04586750812696346625,ad_text|aws_ocr_img_text,"ISSUE10,ISSUE60|ISSUE10,ISSUE65"
CR04587513873766023169,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE62|ISSUE30,ISSUE62"
CR04587831357748543489,aws_ocr_video_text|google_asr_text,ISSUE16|ISSUE22
CR04587861319440400385,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE215,ISSUE10|ISSUE18|ISSUE215,ISSUE10"
CR04588059231533400065,advertiser_name,ISSUE16
CR04588121628818276353,advertiser_name,ISSUE18
CR04589128781469319169,google_asr_text,"ISSUE40,ISSUE22"
CR04589553467835547649,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE83|ISSUE215|ISSUE55,ISSUE56"
CR04589638130230886401,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE16,ISSUE18|ISSUE215,ISSUE10,ISSUE212,ISSUE16,ISSUE18,ISSUE90"
CR04589861331091324929,aws_ocr_video_text,"ISSUE10,ISSUE60"
CR04589983376882008065,ad_title|ad_text,"ISSUE22|ISSUE10,ISSUE91,ISSUE90"
CR04590298661841272833,google_asr_text,"ISSUE215,ISSUE32"
CR04590409987393585153,google_asr_text|aws_ocr_video_text,"ISSUE18,ISSUE22|ISSUE18,ISSUE83"
CR04590495199544737793,aws_ocr_video_text|advertiser_name|google_asr_text,ISSUE16|ISSUE16|ISSUE16
CR04591408343951605761,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE200"
CR04592110382125940737,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE55,ISSUE56|ISSUE10,ISSUE55,ISSUE56"
CR04592364919067770881,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE200|ISSUE40,ISSUE200"
CR04592414122213113857,aws_ocr_video_text|google_asr_text,"ISSUE22|ISSUE30,ISSUE16,ISSUE18"
CR04592444908538691585,aws_ocr_video_text|google_asr_text,ISSUE32|ISSUE30
CR04592540291172401153,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE95|ISSUE10,ISSUE95"
CR04592569428230537217,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE53,ISSUE58"
CR04592596916021231617,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE12|ISSUE212"
CR04592601314067742721,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR04592899281718870017,ad_title,"ISSUE215,ISSUE40,ISSUE212,ISSUE83"
CR04593001261422346241,advertiser_name,ISSUE16
CR04593204945951391745,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30"
CR04593302527608356865,advertiser_name|aws_ocr_img_text,"ISSUE212,ISSUE18|ISSUE212"
CR04593715119346679809,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE16|ISSUE215,ISSUE16"
CR04594165644236161025,advertiser_name,ISSUE16
CR04595677472724353025,aws_ocr_img_text,ISSUE30
CR04595894351392931841,aws_ocr_video_text|google_asr_text,"ISSUE18,ISSUE54,ISSUE53|ISSUE212,ISSUE209,ISSUE18,ISSUE54,ISSUE53,ISSUE22"
CR04596204413671964673,google_asr_text,"ISSUE40,ISSUE16,ISSUE95,ISSUE22"
CR04596296772648697857,aws_ocr_video_text|google_asr_text|advertiser_name,ISSUE91|ISSUE91|ISSUE215
CR04596525471067275265,google_asr_text|advertiser_name,ISSUE91|ISSUE65
CR04597045540067213313,ad_text,ISSUE90
CR04597183528776499201,advertiser_name,ISSUE18
CR04597446312055537665,aws_ocr_video_text|google_asr_text,"ISSUE83,ISSUE54|ISSUE215,ISSUE83,ISSUE54"
CR04597585400276451329,advertiser_name,ISSUE16
CR04598072209049649153,aws_ocr_video_text|google_asr_text,ISSUE95|ISSUE95
CR04598085678067089409,google_asr_text,ISSUE10
CR04598179136555450369,aws_ocr_video_text|google_asr_text,ISSUE40|ISSUE40
CR04598245931886837761,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE91,ISSUE32|ISSUE215"
CR04598708001648410625,google_asr_text,"ISSUE30,ISSUE16,ISSUE200"
CR04598769574299566081,google_asr_text|aws_ocr_video_text,"ISSUE55,ISSUE56|ISSUE55,ISSUE56"
CR04599063143904182273,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE54,ISSUE62,ISSUE32|ISSUE54,ISSUE62"
CR04599175294090215425,google_asr_text,ISSUE30
CR04599494496059654145,advertiser_name,ISSUE18
CR04599560947793657857,ad_title,ISSUE22
CR04599722850880847873,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE212|ISSUE212"
CR04599896573718036481,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04600809168369090561,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE215,ISSUE10|ISSUE215,ISSUE10|ISSUE16"
CR04600915065082740737,ad_text,ISSUE95
CR04601770141531766785,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE16,ISSUE200|ISSUE16"
CR04601867998066638849,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200"
CR04602372673903788033,advertiser_name,ISSUE16
CR04602415554857271297,google_asr_text,ISSUE18
CR04602533202601443329,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE18|ISSUE30,ISSUE58|ISSUE30,ISSUE200"
CR04602609618659573761,aws_ocr_img_text,"ISSUE40,ISSUE212,ISSUE45"
CR04604893304310464513,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR04605384236252266497,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE65|ISSUE16,ISSUE18,ISSUE65"
CR04606671764368392193,advertiser_name|aws_ocr_img_text,"ISSUE18|ISSUE10,ISSUE12"
CR04606799032839307265,aws_ocr_img_text|ad_text,ISSUE10|ISSUE10
CR04606865828170694657,advertiser_name,ISSUE18
CR04607095900978806785,advertiser_name,ISSUE16
CR04607140156321824769,ad_text,"ISSUE209,ISSUE62,ISSUE53"
CR04607340267438080001,aws_ocr_video_text|google_asr_text,ISSUE62|ISSUE62
CR04607750110397333505,google_asr_text|aws_ocr_video_text,"ISSUE62,ISSUE32|ISSUE212"
CR04608064570722877441,google_asr_text,"ISSUE30,ISSUE18,ISSUE95,ISSUE53"
CR04608207507234488321,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE10|ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE91"
CR04608485958554222593,advertiser_name,ISSUE16
CR04608760836461166593,advertiser_name,ISSUE16
CR04608991733902999553,aws_ocr_video_text|google_asr_text,"ISSUE12|ISSUE12,ISSUE65"
CR04609328184461099009,google_asr_text,ISSUE30
CR04609568977507581953,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE215,ISSUE10|ISSUE90|ISSUE215,ISSUE10"
CR04609739401809887233,google_asr_text,ISSUE30
CR04609862272234291201,ad_text|advertiser_name,"ISSUE16,ISSUE95|ISSUE16"
CR04612878232629280769,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE54,ISSUE53|ISSUE10,ISSUE209,ISSUE54,ISSUE53"
CR04613203688071102465,advertiser_name|google_asr_text,"ISSUE18|ISSUE10,ISSUE16"
CR04613232275373424641,advertiser_name,ISSUE16
CR04613245744390864897,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE18|ISSUE18,ISSUE83,ISSUE54|ISSUE215,ISSUE18,ISSUE83,ISSUE54"
CR04613274056815280129,aws_ocr_video_text,ISSUE30
CR04613313639233880065,google_asr_text|aws_ocr_video_text,ISSUE32|ISSUE90
CR04613773509972197377,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE83|ISSUE30,ISSUE200|ISSUE30"
CR04613912048437297153,advertiser_name|google_asr_text|aws_ocr_video_text,ISSUE53|ISSUE30|ISSUE30
CR04613947232809385985,advertiser_name,ISSUE18
CR04614144870024478721,ad_title,ISSUE22
CR04614842785030209537,google_asr_text,ISSUE30
CR04615033550297628673,google_asr_text|aws_ocr_video_text,ISSUE10|ISSUE10
CR04615140202925522945,google_asr_text|aws_ocr_video_text,"ISSUE16,ISSUE22|ISSUE16"
CR04615556917832450049,ad_title|advertiser_name,ISSUE30|ISSUE18
CR04615734763838242817,aws_ocr_video_text|google_asr_text,ISSUE18|ISSUE18
CR04615736138227777537,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE58|ISSUE30"
CR04615943671047520257,aws_ocr_video_text|google_asr_text,"ISSUE10|ISSUE212,ISSUE62"
CR04616449721274204161,ad_text,ISSUE212
CR04616567369018376193,advertiser_name,ISSUE90
CR04616858739599736833,aws_ocr_video_text|google_asr_text,"ISSUE62,ISSUE60|ISSUE62,ISSUE60"
CR04617109428250869761,advertiser_name|aws_ocr_img_text,"ISSUE212|ISSUE10,ISSUE18,ISSUE22"
CR04617420040285716481,ad_text|ad_title,ISSUE30|ISSUE30
CR04617909872715890689,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE12|ISSUE10,ISSUE12,ISSUE90"
CR04619008284832038913,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30,ISSUE32|ISSUE83|ISSUE18"
CR04619023128239013889,aws_ocr_img_text,"ISSUE10,ISSUE83"
CR04619101468442492929,ad_title,"ISSUE215,ISSUE40"
CR04619249077878521857,ad_title,ISSUE215
CR04619460184111054849,ad_title|ad_text,"ISSUE212|ISSUE212,ISSUE12"
CR04619472553616867329,advertiser_name,ISSUE18
CR04620153975948181505,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR04620443147506286593,advertiser_name,ISSUE16
CR04620474758465585153,ad_text|advertiser_name,ISSUE16|ISSUE16
CR04620716925901602817,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04621397248721289217,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR04623173750274129921,advertiser_name,ISSUE16
CR04623619086843117569,aws_ocr_video_text|google_asr_text,ISSUE83|ISSUE83
CR04623790610657050625,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE30,ISSUE45|ISSUE16|ISSUE30,ISSUE45,ISSUE58"
CR04623886543046574081,advertiser_name|aws_ocr_img_text,ISSUE62|ISSUE32
CR04623967082273308673,ad_title|advertiser_name,ISSUE30|ISSUE212
CR04624493473465106433,google_asr_text,"ISSUE16,ISSUE18,ISSUE65"
CR04624737290168565761,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR04625289245005709313,ad_title|ad_text,ISSUE12|ISSUE90
CR04625559175110328321,advertiser_name,ISSUE16
CR04625642737994039297,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR04625809314005647361,google_asr_text,"ISSUE215,ISSUE10,ISSUE12,ISSUE83"
CR04626010799511437313,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE212|ISSUE10,ISSUE212"
CR04626137518226538497,aws_ocr_video_text,"ISSUE83,ISSUE60"
CR04626144115296305153,google_asr_text,"ISSUE215,ISSUE40,ISSUE16"
CR04626255165970710529,ad_title|ad_text,"ISSUE16|ISSUE16,ISSUE18"
CR04626383808831160321,google_asr_text|advertiser_name|aws_ocr_video_text,ISSUE30|ISSUE30|ISSUE30
CR04626535541435793409,ad_title,ISSUE215
CR04626824438115991553,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE55,ISSUE56|ISSUE55,ISSUE56"
CR04627166661110136833,ad_text,ISSUE212
CR04627502012156608513,advertiser_name,ISSUE62
CR04627599593813573633,aws_ocr_video_text,ISSUE91
CR04627684531086819329,advertiser_name,ISSUE16
CR04627954736069345281,google_asr_text,"ISSUE209,ISSUE54,ISSUE95,ISSUE53"
CR04628299158086746113,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE16,ISSUE83|ISSUE215,ISSUE16,ISSUE83"
CR04629125441075019777,aws_ocr_img_text,ISSUE212
CR04629257932226166785,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE83,ISSUE45|ISSUE10,ISSUE83"
CR04629341495109877761,advertiser_name,"ISSUE212,ISSUE18"
CR04630280478039998465,ad_title|ad_text,ISSUE22|ISSUE32
CR04630621326644609025,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE40,ISSUE212,ISSUE54"
CR04631042439598047233,aws_ocr_img_text,ISSUE16
CR04631073225923624961,google_asr_text,ISSUE22
CR04631519627644502017,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE91|ISSUE10,ISSUE91"
CR04631767017760751617,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04631835187481673729,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR04634068020719779841,advertiser_name,ISSUE65
CR04634990579694960641,ad_text,ISSUE212
CR04635152414062673921,ad_title,"ISSUE215,ISSUE212,ISSUE83"
CR04635386610039390209,ad_text,ISSUE91
CR04635814320062595073,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE215,ISSUE10,ISSUE12,ISSUE22|ISSUE12"
CR04635858025649799169,aws_ocr_img_text|advertiser_name,"ISSUE10,ISSUE16,ISSUE22|ISSUE22"
CR04636059511155589121,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE18|ISSUE212"
CR04636368199045087233,google_asr_text,"ISSUE40,ISSUE212"
CR04636522130672975873,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE55,ISSUE56|ISSUE30"
CR04636565286504366081,google_asr_text,"ISSUE215,ISSUE16"
CR04636579305277620225,google_asr_text|aws_ocr_video_text,ISSUE18|ISSUE18
CR04637651603992608769,ad_text|advertiser_name,"ISSUE12,ISSUE22|ISSUE16,ISSUE18"
CR04637894321184440321,advertiser_name,ISSUE16
CR04638014442829774849,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE18|ISSUE30,ISSUE200|ISSUE30"
CR04638961465938673665,ad_text|ad_title,"ISSUE30,ISSUE32|ISSUE90"
CR04639201915387772929,google_asr_text|aws_ocr_video_text,"ISSUE209,ISSUE53|ISSUE30,ISSUE58"
CR04639292625097064449,advertiser_name,ISSUE18
CR04639712088783060993,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04639838257742348289,advertiser_name,ISSUE16
CR04640017203259768833,aws_ocr_video_text,ISSUE10
CR04640046340317904897,google_asr_text,"ISSUE30,ISSUE16"
CR04640855580875948033,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE10,ISSUE12,ISSUE18|ISSUE10|ISSUE12,ISSUE18"
CR04641040298829414401,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04641104070503825409,advertiser_name|aws_ocr_img_text,ISSUE16|ISSUE16
CR04641434748625879041,google_asr_text|aws_ocr_video_text,ISSUE56|ISSUE56
CR04641590604399116289,aws_ocr_video_text|google_asr_text,ISSUE83|ISSUE83
CR04641979281759535105,aws_ocr_video_text|google_asr_text,ISSUE212|ISSUE212
CR04641989727119998977,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR04642195610672300033,aws_ocr_video_text,ISSUE53
CR04643171976997765121,aws_ocr_video_text,ISSUE30
CR04643488911224471553,aws_ocr_video_text|google_asr_text,"ISSUE65|ISSUE212,ISSUE65"
CR04643646141387243521,aws_ocr_img_text,"ISSUE18,ISSUE83"
CR04644795131038269441,aws_ocr_video_text|google_asr_text,"ISSUE65|ISSUE90,ISSUE65"
CR04645326195154485249,aws_ocr_video_text|google_asr_text,ISSUE212|ISSUE212
CR04645582106485850113,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR04646533527641260033,advertiser_name,ISSUE18
CR04646613173514797057,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE215,ISSUE65|ISSUE30|ISSUE215,ISSUE65"
CR04647167877131010049,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE45|ISSUE10,ISSUE45"
CR04647179971758915585,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE58"
CR04647525218410037249,google_asr_text|aws_ocr_video_text,"ISSUE62|ISSUE62,ISSUE60"
CR04649056838107529217,aws_ocr_img_text,ISSUE40
CR04649610991967928321,aws_ocr_img_text|ad_text,"ISSUE18|ISSUE10,ISSUE30"
CR04649625285619089409,aws_ocr_video_text|google_asr_text,"ISSUE212,ISSUE95|ISSUE212,ISSUE12,ISSUE95"
CR04649674763642339329,advertiser_name,ISSUE18
CR04649841889409761281,advertiser_name,ISSUE18
CR04649845187944644609,aws_ocr_img_text,"ISSUE12,ISSUE90"
CR04649927376438820865,google_asr_text,"ISSUE30,ISSUE58"
CR04650007159751311361,ad_text|aws_ocr_img_text,ISSUE12|ISSUE10
CR04650032929555087361,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE16|ISSUE215,ISSUE16"
CR04650711603107332097,advertiser_name|ad_text,ISSUE18|ISSUE22
CR04652474120246657025,aws_ocr_img_text,"ISSUE215,ISSUE83"
CR04652923820502417409,ad_title,"ISSUE215,ISSUE40,ISSUE212,ISSUE83"
CR04653739658130227201,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE30|ISSUE30,ISSUE212"
CR04653772643479060481,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16,ISSUE18|ISSUE16|ISSUE10,ISSUE16,ISSUE54"
CR04654246532990631937,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE12,ISSUE95|ISSUE215,ISSUE12,ISSUE95"
CR04655179537326276609,ad_text,"ISSUE215,ISSUE22"
CR04657449410362343425,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR04658266347501780993,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE55,ISSUE56,ISSUE53|ISSUE10,ISSUE209,ISSUE55,ISSUE56,ISSUE53"
CR04659131663152840705,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE83|ISSUE10,ISSUE83"
CR04659180866298183681,ad_text,ISSUE10
CR04659230619199340545,aws_ocr_img_text,ISSUE10
CR04659914515431817217,advertiser_name,ISSUE18
CR04659976088082972673,aws_ocr_img_text,"ISSUE10,ISSUE22"
CR04660239970873638913,google_asr_text|advertiser_name,"ISSUE54|ISSUE16,ISSUE83,ISSUE54"
CR04661066253861912577,google_asr_text,ISSUE200
CR04661739704733925377,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE18,ISSUE62|ISSUE10,ISSUE18,ISSUE62"
CR04662060762129235969,google_asr_text|aws_ocr_video_text,"ISSUE30|ISSUE30,ISSUE200"
CR04662334265646645249,advertiser_name,ISSUE212
CR04662686109367533569,aws_ocr_img_text,ISSUE90
CR04662805681257054209,aws_ocr_img_text,ISSUE12
CR04663296613198856193,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04663852966082510849,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR04664528890855686145,aws_ocr_img_text,"ISSUE215,ISSUE18,ISSUE22"
CR04664684196873109505,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200,ISSUE45"
CR04665371391640469505,advertiser_name|google_asr_text,ISSUE62|ISSUE30
CR04666194925849673729,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE18|ISSUE62|ISSUE209,ISSUE62,ISSUE53,ISSUE60"
CR04667334019896049665,ad_text|ad_title,"ISSUE53,ISSUE32|ISSUE209,ISSUE53"
CR04667360202016686081,ad_text,ISSUE212
CR04667727645058793473,google_asr_text|aws_ocr_video_text,ISSUE95|ISSUE212
CR04667955243965743105,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200,ISSUE58"
CR04668403569831968769,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE12|ISSUE215,ISSUE10,ISSUE12,ISSUE60"
CR04668810664012152833,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200"
CR04669379936157433857,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE45|ISSUE30"
CR04669940961965506561,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE209,ISSUE83,ISSUE53,ISSUE22|ISSUE10"
CR04670052012639911937,advertiser_name,ISSUE18
CR04670060808732934145,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR04671130358668853249,ad_title,ISSUE215
CR04671154822802571265,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE53|ISSUE215|ISSUE10,ISSUE16,ISSUE209,ISSUE18,ISSUE53"
CR04671227115692097537,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE16,ISSUE54|ISSUE16,ISSUE54|ISSUE22"
CR04671369708606324737,aws_ocr_img_text,ISSUE215
CR04672139779062628353,ad_text|ad_title,"ISSUE215|ISSUE215,ISSUE16,ISSUE18"
CR04673021518668627969,advertiser_name|google_asr_text|aws_ocr_video_text,ISSUE18|ISSUE30|ISSUE30
CR04675298882127659009,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE18,ISSUE22,ISSUE32|ISSUE22|ISSUE18"
CR04675550395412512769,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE83|ISSUE215,ISSUE83"
CR04675935224482234369,ad_text,"ISSUE10,ISSUE62"
CR04676006967615946753,advertiser_name|aws_ocr_img_text,ISSUE83|ISSUE18
CR04676020436633387009,advertiser_name,ISSUE16
CR04676487179319377921,google_asr_text,ISSUE90
CR04676551981785939969,advertiser_name,ISSUE90
CR04677390153243688961,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04677548482918088705,advertiser_name,ISSUE16
CR04677613079226220545,google_asr_text,ISSUE200
CR04677699116011094017,google_asr_text,ISSUE53
CR04677778830604107777,ad_text,ISSUE91
CR04678050959731982337,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE209,ISSUE54,ISSUE53|ISSUE209,ISSUE54,ISSUE53"
CR04678097139220348929,google_asr_text,ISSUE40
CR04678167507964526593,ad_text,"ISSUE16,ISSUE18,ISSUE95"
CR04678249971336609793,advertiser_name|ad_text,"ISSUE18|ISSUE209,ISSUE62,ISSUE53"
CR04678434689290076161,aws_ocr_video_text,ISSUE30
CR04678558659226107905,google_asr_text,"ISSUE209,ISSUE53"
CR04679242555458584577,ad_title,"ISSUE215,ISSUE60"
